date,close,high,low,open,volume
2016-02-17,8439.5068359375,8563.878817996192,8439.5068359375,8439.5068359375,2905034
2016-02-18,8546.1103515625,8581.644899821455,8457.273630607058,8475.040554428484,2976707
2016-02-19,8475.04296875,8528.345156630907,8457.276039867234,8528.345156630907,2141707
2016-02-22,8563.8759765625,8563.8759765625,8475.038575732126,8475.038575732126,2094948
2016-02-23,8492.8076171875,8617.179578792564,8492.8076171875,8617.179578792564,2936287
2016-02-24,8492.8076171875,8528.34216309635,8457.273071278649,8475.039993925046,2648788
2016-02-25,8457.2724609375,8581.643712950929,8457.2724609375,8528.341547626314,2717796
2016-02-26,8475.04296875,8492.81059824907,8421.740780869093,8492.81059824907,1547448
2016-02-29,8492.8076171875,8510.575240449954,8457.273071278649,8510.575240449954,2084571
2016-03-01,8563.8759765625,8688.247216739515,8457.271656058805,8492.806196021389,4909331
2016-03-02,8652.71484375,8670.48246848896,8581.645045410274,8599.412670149235,3278419
2016-03-03,8670.482421875,8759.319143859968,8670.482421875,8688.249345902326,3357280
2016-03-04,8706.015625,8759.317790076164,8634.945838026448,8634.945838026448,3456168
2016-03-07,8634.947265625,8777.08616245564,8634.947265625,8706.01706434838,2955023
2016-03-08,8528.3408203125,8652.712762335252,8528.3408203125,8634.945141870301,4597201
2016-03-09,8528.3408203125,8563.8760612424,8492.80627999855,8492.80627999855,1639391
2016-03-10,8563.8759765625,8581.64289623582,8510.573816310653,8528.340735983973,1124113
2016-03-11,8617.1787109375,8688.247795597676,8599.411089464462,8599.411089464462,3038971
2016-03-14,8652.71484375,8777.086115074373,8652.71484375,8706.017017350765,4085315
2016-03-15,8617.1787109375,8723.783038543752,8617.1787109375,8688.247795597676,2202074
2016-03-16,8617.1787109375,8652.713253267588,8599.411089464462,8617.1787109375,1990568
2016-03-17,8617.1787109375,8688.247795597676,8617.1787109375,8634.94563179455,2544690
2016-03-18,8759.3173828125,8865.921708008269,8706.015220214616,8706.015220214616,10245954
2016-03-21,8741.5498046875,8794.851967547253,8706.015262986324,8759.317425846077,2860334
2016-03-22,8652.71484375,8723.784642089726,8652.71484375,8706.017017350765,2546669
2016-03-23,8652.71484375,8706.017017350765,8617.180294888196,8652.71484375,2315701
2016-03-24,8599.412109375,8688.248826044459,8599.412109375,8670.48190308021,3359298
2016-03-25,8510.576171875,8599.412896677733,8457.273996870132,8563.878346879868,4582180
2016-03-28,8528.3408203125,8581.6429810914,8510.573900463498,8581.6429810914,1623603
2016-03-29,8439.5068359375,8528.343565627323,8421.739209753066,8528.343565627323,2952116
2016-03-30,8439.5068359375,8510.576640059064,8386.204658000372,8439.5068359375,2406271
2016-03-31,8368.4365234375,8528.343047534643,8368.4365234375,8439.506323241607,2516142
2016-04-01,8315.1337890625,8386.203584083034,8297.36686576943,8368.43596017388,2140819
2016-04-04,8315.1337890625,8350.66903688081,8297.36686576943,8297.36686576943,1495682
2016-04-05,8350.6669921875,8386.201530688955,8297.364834127362,8315.131753070133,1156618
2016-04-06,8421.73828125,8421.73828125,8332.901561354493,8350.669185580033,1163241
2016-04-07,8492.8076171875,8510.575240449954,8421.73782475374,8439.505448016194,1961616
2016-04-08,8457.2724609375,8528.341547626314,8457.2724609375,8457.2724609375,1260716
2016-04-11,8510.576171875,8563.878346879868,8439.506371663132,8492.808546667999,3290089
2016-04-12,8475.04296875,8528.345156630907,8439.508410368164,8528.345156630907,1589442
2016-04-13,8457.2724609375,8492.807004281907,8439.504838957293,8457.2724609375,2293896
